"Date of Download: 2023-07-21_19:02:51"
"Search Parameters: Data Level:all  Trait List:  Trial List:7674,8094,7658,7675,7656,7660,9226,7668,7659,7662,7657,7665,7669,7670,9365,9472,9366,9348,9477,10336,9376,10335,10542,10649,11057,10978,11213,10794,11501  Accession List:  Plot List:  Plant List:  Location List:  Year List:2020,2021,2022  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Cassava anthracnose disease severity|month 5|COMP:0000273","Cassava anthracnose disease severity|month 7|COMP:0000274","Cassava bacterial blight severity|month 5|COMP:0000271","Cassava bacterial blight severity|month 7|COMP:0000272","Change in weight after boiling computation percentage|month 10|boiling time 20 minutes|COMP:0000224","Change in weight after boiling computation percentage|month 10|boiling time 30 minutes|COMP:0000225","Total carotenes ug/g NIRS 400-2500 nm|CO_334:0001051","beta carotene content ug/g NIRS 400-2500 nm|CO_334:0001053","branching level counting|CO_334:0000079","cassava anthractnose disease severity in 3-month|CO_334:0000218","cassava bacterial blight severity 3-month evaluation|CO_334:0000175","dry matter content by specific gravity method|CO_334:0000160","dry matter content by table-top NIRS in percentage|CO_334:0002057","first apical branch height measurement in cm|CO_334:0000106","fresh root yield|CO_334:0000013","fresh storage root weight per plot|CO_334:0000012","frog skin disease : visual 1-5|CO_334:0000093","hydrogen cyanide ug/g wet basis|month 10|COMP:0000322","initial plant vigor assessment 1-5|CO_334:0000220","lodged plants estimation 1-3|CO_334:0000301","lodged plants estimation 1-3|month 6|COMP:0000208","marketable root number counting|CO_334:0000169","marketable root weight measurement in kg|CO_334:0000131","number of planted stakes per plant counting|CO_334:0000300","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant height with leaf in cm|CO_334:0000123","plant stands harvested counting|CO_334:0000010","root color visual rating 1-3|CO_334:0000221","root constriction visual rating 1-3|CO_334:0000109","root evaluation scaled 1-5|CO_334:0000228","root flesh color 25% center ring visual rating 1-8|CO_334:0002080","root flesh color 25% outer ring visual rating 1-8|CO_334:0002081","root flesh color 50% inner ring visual rating 1-8|CO_334:0002079","root length evaluation scaled 1-3|CO_334:0000226","root number per plot counting|CO_334:0000011","root weight in air|CO_334:0000157","root weight in water|CO_334:0000158","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","storage root neck length visual rating 1-3|CO_334:0000223","storage root shape visual rating 1-6|CO_334:0000020","thrips severity : visual 1-5|CO_334:0002084","thrips severity : visual 1-5|at harvesting|COMP:0000282","total carotenoid by chart 1-8|CO_334:0000161","notes"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7660","202040BCPRC_momi","PRC","RCBD","5.2","3.5","","","","2020-June-26","","344","Momil","2169833","SM4292-11","","plot","2301889","202040BCPRC_momi_rep3_SM4292-11_64","3","3","64","5","12","test","","","","","","","","","","","","","","","","","","","","4","","1","","","","20","","","","","","","","","","","","","","","","2","","","","",""," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7660","202040BCPRC_momi","PRC","RCBD","5.2","3.5","","","","2020-June-26","","344","Momil","2169838","SM4320-56","","plot","2301943","202040BCPRC_momi_rep3_SM4320-56_74","3","3","74","6","5","test","","","","","","","","","","","","","","","","","","","","4","","1","","","","20","","","","","","","","","","","","","","","","7","","","","",""," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7660","202040BCPRC_momi","PRC","RCBD","5.2","3.5","","","","2020-June-26","","344","Momil","2169842","SM4354-18","","plot","2301887","202040BCPRC_momi_rep3_SM4354-18_79","3","3","79","7","1","test","","","","","","","","","","","","","","","","","","","","4","","1","","","","20","","","","","","","","","","","","","","","","1","","","","",""," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7660","202040BCPRC_momi","PRC","RCBD","5.2","3.5","","","","2020-June-26","","344","Momil","2169845","SM4357-2","","plot","2301935","202040BCPRC_momi_rep3_SM4357-2_81","3","3","81","7","3","test","","","","","","","","","","","","","","","","","","","","3","","1","","","","20","","","","","","","","","","","","","","","","1","","","","",""," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7660","202040BCPRC_momi","PRC","RCBD","5.2","3.5","","","","2020-June-26","","344","Momil","2169848","SM4376-3","","plot","2301898","202040BCPRC_momi_rep3_SM4376-3_78","3","3","78","6","1","test","","","","","","","","","","","","","","","","","","","","","","","","","","20","","","","","","","","","","","","","","","","0","","","","",""," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7660","202040BCPRC_momi","PRC","RCBD","5.2","3.5","","","","2020-June-26","","344","Momil","2169883","SM4423-1","","plot","2301896","202040BCPRC_momi_rep3_SM4423-1_59","3","3","59","5","7","test","","","","","","","","","","","","","","","","","","","","","","","","","","20","","","","","","","","","","","","","","","","0","","","","",""," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7660","202040BCPRC_momi","PRC","RCBD","5.2","3.5","","","","2020-June-26","","344","Momil","2169884","SM4433-12","","plot","2301875","202040BCPRC_momi_rep3_SM4433-12_62","3","3","62","5","10","test","","","","","","","","","","","","","","","","","","","","","","","","","","20","","","","","","","","","","","","","","","","0","","","","",""," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7660","202040BCPRC_momi","PRC","RCBD","5.2","3.5","","","","2020-June-26","","344","Momil","2169892","SM4471-21","","plot","2301891","202040BCPRC_momi_rep3_SM4471-21_77","3","3","77","6","2","test","","","","","","","","","","","","","","","","","","","","4","","1","","","","20","","","","","","","","","","","","","","","","5","","","","",""," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7660","202040BCPRC_momi","PRC","RCBD","5.2","3.5","","","","2020-June-26","","344","Momil","2169896","SM4471-44","","plot","2301879","202040BCPRC_momi_rep3_SM4471-44_57","3","3","57","5","5","test","","","","","","","","","","","","","","","","","","","","5","","1","","","","20","","","","","","","","","","","","","","","","10","","","","",""," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7660","202040BCPRC_momi","PRC","RCBD","5.2","3.5","","","","2020-June-26","","344","Momil","2169898","SM4471-64","","plot","2301925","202040BCPRC_momi_rep3_SM4471-64_65","3","3","65","5","13","test","","","","","","","","","","","","","","","","","","","","4","","1","","","","20","","","","","","","","","","","","","","","","1","","","","",""," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7660","202040BCPRC_momi","PRC","RCBD","5.2","3.5","","","","2020-June-26","","344","Momil","2169906","SM4483-2","","plot","2301938","202040BCPRC_momi_rep3_SM4483-2_72","3","3","72","6","7","test","","","","","","","","","","","","","","","","","","","","4","","1","","","","20","","","","","","","","","","","","","","","","2","","","","",""," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7660","202040BCPRC_momi","PRC","RCBD","5.2","3.5","","","","2020-June-26","","344","Momil","2169918","SM4487-7","","plot","2301909","202040BCPRC_momi_rep3_SM4487-7_55","3","3","55","5","3","test","","","","","","","","","","","","","","","","","","","","","","","","","","20","","","","","","","","","","","","","","","","0","","","","",""," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7660","202040BCPRC_momi","PRC","RCBD","5.2","3.5","","","","2020-June-26","","344","Momil","147207","TAI8","Tai8","plot","2301934","202040BCPRC_momi_rep3_Tai8_69","3","3","69","6","10","test","","","","","","","","","","","","","","","","","","","","4","","1","","","","20","","","","","","","","","","","","","","","","16","","","","",""," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7660","202040BCPRC_momi","PRC","RCBD","5.2","3.5","","","","2020-June-26","","344","Momil","2300860","Venezolana","","plot","2301868","202040BCPRC_momi_rep3_Venezolana_75","3","3","75","6","4","test","","","","","","","","","","","","","","","","","","","","4","","1","","","","20","","","","","","","","","","","","","","","","20","","","","",""," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7660","202040BCPRC_momi","PRC","RCBD","5.2","3.5","","","","2020-June-26","","344","Momil","2300861","Veronica","VERONICA","plot","2301905","202040BCPRC_momi_rep3_Veronica_71","3","3","71","6","8","test","","","","","","","","","","","","","","","","","","","","4","","1","","","","20","","","","","","","","","","","","","","","","17","","","","",""," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2169086","AM1495-1","","plot","2302045","202044BCEAR_pivi_rep1_AM1495-1_20","1","1","20","2","3","test","","","","","","","","","","","","","25.64","","","7.29","3.5","","","3","1","1","","","","20","3","","","6","3","","4","","","","","","3200","180","0","20","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2169095","AM1511-1","","plot","2302077","202044BCEAR_pivi_rep1_AM1511-1_42","1","1","42","4","3","test","","","","","","","","","","","","","20.86","","","4.38","2.1","","","3","3","1","","","","20","4","","","3","3","","3","","","","","","2100","60","0","8","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2169117","AM1547-2","","plot","2302003","202044BCEAR_pivi_rep1_AM1547-2_9","1","1","9","1","9","test","","","","","","","","","","","","","19.75","","","7.92","3.8","","","4","3","1","","","","20","4","","","4","3","","2","","","","","","3750","82","1","9","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","236646","SMB2446-2","Caiseli,Caiselli,CAISELLI","plot","2302000","202044BCEAR_pivi_rep1_Caiselli_37","1","1","37","4","8","test","","","","","","","","","","","","","34.18","","","13.54","6.5","","","3","1","1","","","","20","2","","","6","3","","2","","","","","","4100","418","3","16","","","1","","1"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","271094","COSTENA","Costena","plot","2302057","202044BCEAR_pivi_rep1_Costena_29","1","1","29","3","7","test","","","","","","","","","","","","","33.44","","","16.04","7.7","","","3","1","1","","","","20","2","","","6","3","","1","","","","","","4125","405","0","18","","","1","","1"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2169137","GM10010-3","","plot","2302007","202044BCEAR_pivi_rep1_GM10010-3_36","1","1","36","4","9","test","","","","","","","","","","","","","21.30","","","6.25","3.0","","","3","2","1","","","","20","4","","","6","3","","3","","","","","","1925","60","1","14","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2169145","GM10026-4","","plot","2302054","202044BCEAR_pivi_rep1_GM10026-4_40","1","1","40","4","5","test","","","","","","","","","","","","","21.72","","","11.46","5.5","","","3","2","1","","","","20","3","","","6","3","","3","","","","","","4100","138","0","16","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2169147","GM10035-1","","plot","2301996","202044BCEAR_pivi_rep1_GM10035-1_12","1","1","12","2","11","test","","","","","","","","","","","","","21.08","","","6.67","3.2","","","3","2","1","","","","20","3","","","6","3","","4","","","","","","3050","91","0","8","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2169474","GM9363-1","","plot","2302020","202044BCEAR_pivi_rep1_GM9363-1_44","1","1","44","4","1","test","","","","","","","","","","","","","21.26","","","9.17","4.4","","","3","2","1","","","","20","3","","","6","3","","4","","","","","","3200","99","0","17","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2169481","GM9404-1","","plot","2302060","202044BCEAR_pivi_rep1_GM9404-1_30","1","1","30","3","8","test","","","","","","","","","","","","","26.03","","","8.75","4.2","","","3","2","1","","","","20","3","","","6","3","","4","","","","","","3800","222","0","20","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2169496","GM9698-2","","plot","2302046","202044BCEAR_pivi_rep1_GM9698-2_3","1","1","3","1","3","test","","","","","","","","","","","","","22.90","","","9.38","4.5","","","4","3","1","","","","20","3","","","6","2","","3","","","","","","3425","139","0","19","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2169505","GM9732-1","","plot","2302026","202044BCEAR_pivi_rep1_GM9732-1_13","1","1","13","2","10","test","","","","","","","","","","","","","21.61","","","2.29","1.1","","","3","3","1","","","","20","4","","","1","3","","5","","","","","","1000","33","0","2","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2169508","GM9735-3","","plot","2302018","202044BCEAR_pivi_rep1_GM9735-3_38","1","1","38","4","7","test","","","","","","","","","","","","","24.85","","","13.13","6.3","","","4","3","1","","","","20","4","","","6","2","","2","","","","","","4000","207","0","15","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2169514","GM9738-3","","plot","2302037","202044BCEAR_pivi_rep1_GM9738-3_26","1","1","26","3","4","test","","","","","","","","","","","","","20.02","","","15.83","7.6","","","4","3","1","","","","20","4","","","4","3","","2","","","","","","3825","90","0","4","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2169515","GM9740-1","","plot","2302021","202044BCEAR_pivi_rep1_GM9740-1_34","1","1","34","4","11","test","","","","","","","","","","","","","","","","","","","","","","","","","","20","","","","","","","","","","","","","","","0","0","","","","",""," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2169516","GM9740-2","","plot","2301999","202044BCEAR_pivi_rep1_GM9740-2_41","1","1","41","4","4","test","","","","","","","","","","","","","19.59","","","7.08","3.4","","","3","1","1","","","","20","3","","","6","3","","3","","","","","","3300","69","0","9","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2169517","GM9740-3","","plot","2302062","202044BCEAR_pivi_rep1_GM9740-3_39","1","1","39","4","6","test","","","","","","","","","","","","","21.30","","","12.92","6.2","","","3","3","1","","","","20","4","","","6","3","","2","","","","","","3850","120","0","8","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2169537","GM9814-2","","plot","2302059","202044BCEAR_pivi_rep1_GM9814-2_23","1","1","23","3","1","test","","","","","","","","","","","","","23.30","","","16.67","8.0","","","4","3","1","","","","20","3","","","6","3","","1","","","","","","4150","178","0","19","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2169542","GM9831-2","","plot","2302006","202044BCEAR_pivi_rep1_GM9831-2_19","1","1","19","2","4","test","","","","","","","","","","","","","24.81","","","5.42","2.6","","","4","3","1","","","","20","3","","","5","3","","4","","","","","","2600","134","0","12","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2169546","GM9857-5","","plot","2301997","202044BCEAR_pivi_rep1_GM9857-5_24","1","1","24","3","2","test","","","","","","","","","","","","","24.70","","","4.58","2.2","","","3","3","1","","","","20","3","","","6","3","","4","","","","","","2200","112","0","19","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2169559","GM9910-1","","plot","2302081","202044BCEAR_pivi_rep1_GM9910-1_33","1","1","33","3","11","test","","","","","","","","","","","","","22.62","","","10.00","4.8","","","4","2","1","","","","20","2","","","6","1","","2","","","","","","3700","144","0","10","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2169574","GM9927-22","","plot","2302065","202044BCEAR_pivi_rep1_GM9927-22_27","1","1","27","3","5","test","","","","","","","","","","","","","23.75","","","2.29","1.1","","","4","3","1","","","","20","4","","","5","3","","4","","","","","","1100","50","0","18","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2169594","GM9975-1","","plot","2302001","202044BCEAR_pivi_rep1_GM9975-1_1","1","1","1","1","1","test","","","","","","","","","","","","","27.13","","","4.58","2.2","","","4","2","1","","","","20","3","","","5","1","","4","","","","","","2200","142","0","15","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2169605","GM9997-1","","plot","2302039","202044BCEAR_pivi_rep1_GM9997-1_32","1","1","32","3","10","test","","","","","","","","","","","","","22.29","","","17.92","8.6","","","4","3","1","","","","20","3","","","6","3","","1","","","","","","4000","148","0","11","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","323773","SM3536-44","","plot","2302072","202044BCEAR_pivi_rep1_SM3536-44_22","1","1","22","2","1","test","","","","","","","","","","","","","23.84","","","18.75","9.0","","","3","3","1","","","","20","4","","","6","2","","1","","","","","","4325","199","0","17","","","1","","4"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2169869","SM4408-2","","plot","2302074","202044BCEAR_pivi_rep1_SM4408-2_10","1","1","10","1","10","test","","","","","","","","","","","","","20.55","","","7.50","3.6","","","3","2","1","","","","20","3","","","6","3","","3","","","","","","3225","86","0","8","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2169872","SM4410-1","","plot","2302043","202044BCEAR_pivi_rep1_SM4410-1_28","1","1","28","3","6","test","","","","","","","","","","","","","23.54","","","10.00","4.8","","","5","3","1","","","","20","3","","","6","3","","3","","","","","","3050","135","0","16","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2169874","SM4410-35","","plot","2302031","202044BCEAR_pivi_rep1_SM4410-35_6","1","1","6","1","6","test","","","","","","","","","","","","","23.47","","","2.71","1.3","","","5","3","1","","","","20","3","","","6","3","","5","","","","","","1300","57","0","11","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2169877","SM4410-40","","plot","2302036","202044BCEAR_pivi_rep1_SM4410-40_16","1","1","16","2","7","test","","","","","","","","","","","","","20.37","","","11.46","5.5","","","4","3","1","","","","20","3","","","6","3","","3","","","","","","3750","96","0","19","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2169885","SM4436-1","","plot","2302019","202044BCEAR_pivi_rep1_SM4436-1_15","1","1","15","2","8","test","","","","","","","","","","","","","20.41","","","15.00","7.2","","","4","2","1","","","","20","2","","","6","3","","2","","","","","","3750","97","0","16","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2169906","SM4483-2","","plot","2302066","202044BCEAR_pivi_rep1_SM4483-2_31","1","1","31","3","9","test","","","","","","","","","","","","","21.67","","","3.13","1.5","","","3","2","1","","","","20","4","","","5","3","","4","","","","","","1500","50","0","15","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2169928","SM4509-1","","plot","2302067","202044BCEAR_pivi_rep1_SM4509-1_21","1","1","21","2","2","test","","","","","","","","","","","","","20.58","","","3.96","1.9","","","3","3","1","","","","20","3","","","1","3","","4","","","","","","1900","51","0","1","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2170543","SM4565-1","","plot","2302030","202044BCEAR_pivi_rep1_SM4565-1_17","1","1","17","2","6","test","","","","","","","","","","","","","24.17","","","12.92","6.2","","","4","2","1","","","","20","3","","","6","3","","2","","","","","","3300","158","0","13","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2170548","SM4568-5","","plot","2302023","202044BCEAR_pivi_rep1_SM4568-5_18","1","1","18","2","5","test","","","","","","","","","","","","","20.34","","","12.29","5.9","","","4","2","1","","","","20","2","","","6","3","","3","","","","","","3500","89","0","16","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2170553","SM4569-17","","plot","2302055","202044BCEAR_pivi_rep1_SM4569-17_35","1","1","35","4","10","test","","","","","","","","","","","","","26.43","","","9.38","4.5","","","3","3","1","","","","20","4","","","6","3","","3","","","","","","3100","188","0","16","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2170576","SM4573-44","","plot","2302027","202044BCEAR_pivi_rep1_SM4573-44_7","1","1","7","1","7","test","","","","","","","","","","","","","28.88","","","13.54","6.5","","","4","1","1","","","","20","3","","","6","3","","3","","","","","","3750","278","0","19","","","1","","6"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2170577","SM4573-7","","plot","2302033","202044BCEAR_pivi_rep1_SM4573-7_25","1","1","25","3","3","test","","","","","","","","","","","","","24.93","","","10.00","4.8","","","3","2","1","","","","20","3","","","6","3","","2","","","","","","3600","188","1","12","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2170582","SM4574-37","","plot","2302053","202044BCEAR_pivi_rep1_SM4574-37_14","1","1","14","2","9","test","","","","","","","","","","","","","20.41","","","5.00","2.4","","","3","3","1","","","","20","4","","","6","3","","4","","","","","","2400","62","0","5","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2170592","SM4574-6","","plot","2302029","202044BCEAR_pivi_rep1_SM4574-6_2","1","1","2","1","2","test","","","","","","","","","","","","","22.16","","","10.42","5.0","","","3","2","1","","","","20","3","","","4","2","","2","","","","","","3450","125","1","5","","","1","","4"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2170611","SM4576-6","","plot","2302017","202044BCEAR_pivi_rep1_SM4576-6_43","1","1","43","4","2","test","","","","","","","","","","","","","23.68","","","10.42","5.0","","","3","3","1","","","","20","4","","","6","3","","3","","","","","","3550","160","0","20","","","1","","5"," (Operator: lizbethpino, Time: )"
"2020","174","CIAT","CIAT cassava breeding, Cali, Colombia","7662","202044BCEAR_pivi","EAR","RCBD","4","4","","","","2020-July-16","2021-May-18","332","Pivijay","2170612","SM4576-66","","plot","2302076","202044BCEAR_pivi_rep1_SM4576-66_4","1","1","4","1","4","test","","","","","","","","","","","","","24.54","","","3.33","1.6","","","5","3","1","","","","20","2","","","6","3","","4","","","","","","1600","80","0","14","","","1","","5"," (Operator: lizbethpino, Time: )"
